Drugs ,Cell line,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Smiles
,EW-13,UNCLASSIFIED,bone,ewings_sarcoma,0.026889,0.250797,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.030332,0.235654,
,RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,0.031765,0.248815,
,BC-1,DLBC,blood,B_cell_lymphoma,0.035069,0.249321,
,Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,0.040214,0.270716,
,SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.041695,0.285333,
,KU812,LCML,blood,chronic_myeloid_leukaemia,0.043762,0.295577,
,PCI-38,HNSC,aero_digestive_tract,head_and_neck,0.044288,0.304515,
,SU-DHL-8,DLBC,blood,B_cell_lymphoma,0.044851,0.29462,
,Hey,OV,urogenital_system,ovary,0.045808,0.299991,
,KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,0.046372,0.284382,
,GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,0.046551,0.306897,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.047642,0.288093,
,QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,0.048271,0.314734,
,MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,0.049401,0.310884,
,RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,0.050871,0.304265,
,SU-DHL-16,DLBC,blood,B_cell_lymphoma,0.053054,0.303376,
,SU-DHL-10,DLBC,blood,B_cell_lymphoma,0.053144,0.302224,
,NB1,NB,nervous_system,neuroblastoma,0.053532,0.334888,
,NU-DUL-1,DLBC,blood,B_cell_lymphoma,0.054227,0.314552,
,NB69,NB,nervous_system,neuroblastoma,0.054697,0.324364,
,SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.055254,0.318103,
,SNU-5,STAD,digestive_system,stomach,0.057181,0.350934,
,PL-21,LAML,blood,acute_myeloid_leukaemia,0.05794,0.3568,
,IST-SL2,SCLC,lung,lung_small_cell_carcinoma,0.05892,0.350601,
,HCC1599,BRCA,breast,breast,0.058973,0.345178,
,JSC-1,DLBC,blood,B_cell_lymphoma,0.060594,0.348072,
,SBC-3,SCLC,lung,lung_small_cell_carcinoma,0.061786,0.343035,
,MOLP-8,MM,blood,myeloma,0.062278,0.345738,
,NOMO-1,LAML,blood,acute_myeloid_leukaemia,0.062844,0.364696,
,SNU-81,COREAD,digestive_system,large_intestine,0.063003,0.370029,
,SU-DHL-6,DLBC,blood,B_cell_lymphoma,0.063513,0.335719,
,RF-48,STAD,digestive_system,stomach,0.063556,0.367174,
,TC-YIK,UNCLASSIFIED,urogenital_system,cervix,0.065636,0.348684,
,Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,0.065767,0.352102,
,HCC1187,BRCA,breast,breast,0.06577,0.354624,
,OCI-AML2,LAML,blood,acute_myeloid_leukaemia,0.066838,0.345979,
,TOV-112D,OV,urogenital_system,ovary,0.068669,0.370407,
,KP-N-YS,NB,nervous_system,neuroblastoma,0.069834,0.374582,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,0.070575,0.356954,
,BICR22,HNSC,aero_digestive_tract,head_and_neck,0.071282,0.378622,
,KMH-2,THCA,thyroid,thyroid,0.071487,0.364794,
,ES7,UNCLASSIFIED,bone,ewings_sarcoma,0.07187,0.377157,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.072073,0.362919,
,HSC-39,STAD,digestive_system,stomach,0.072082,0.364127,
,U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,0.072638,0.381294,
,ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,0.072853,0.372114,
,THP-1,LAML,blood,acute_myeloid_leukaemia,0.072994,0.369568,
,VAL,DLBC,blood,B_cell_lymphoma,0.074094,0.384479,
Temsirolimus,TT,THCA,thyroid,thyroid,0.074409,0.399587,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC
,SUP-B8,UNCLASSIFIED,blood,B_cell_leukemia,0.000651,0.044454,
,DOHH-2,DLBC,blood,B_cell_lymphoma,0.000748,0.016853,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.000895,0.043358,
,YT,ALL,blood,lymphoid_neoplasm_other,0.001101,0.099302,
,SU-DHL-16,DLBC,blood,B_cell_lymphoma,0.001332,0.086161,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.002241,0.147297,
,WSU-DLCL2,DLBC,blood,B_cell_lymphoma,0.002558,0.167013,
,A3-KAW,DLBC,blood,B_cell_lymphoma,0.002818,0.176183,
,MOLP-8,MM,blood,myeloma,0.00308,0.201878,
,RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,0.003749,0.210826,
,HGC-27,STAD,digestive_system,stomach,0.004803,0.258325,
,LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,0.0068,0.320288,
,Farage,DLBC,blood,B_cell_lymphoma,0.008495,0.317424,
,EW-7,UNCLASSIFIED,bone,ewings_sarcoma,0.008934,0.334126,
,JVM-3,CLL,blood,lymphoid_neoplasm_other,0.025568,0.471766,
,HSC-2,HNSC,aero_digestive_tract,head_and_neck,0.029469,0.490733,
,L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.031318,0.498632,
,A2780,UNCLASSIFIED,urogenital_system,ovary,0.048969,0.552901,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.050442,0.56281,
,MES-SA,UNCLASSIFIED,urogenital_system,uterus,0.053755,0.567275,
,OPM-2,MM,blood,myeloma,0.05848,0.585759,
,NCI-H929,MM,blood,myeloma,0.058521,0.583144,
,SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.066271,0.588456,
,BV-173,LCML,blood,chronic_myeloid_leukaemia,0.074542,0.614885,
,RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.08265,0.621262,
,K5,THCA,thyroid,thyroid,0.083425,0.616073,
,MZ2-MEL,SKCM,skin,melanoma,0.089597,0.628698,
,RL,DLBC,blood,B_cell_lymphoma,0.094991,0.644467,
,KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.09788,0.651142,
,SW1088,GBM,nervous_system,glioma,0.103031,0.629102,
,DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,0.119379,0.670768,
,IST-MEL1,SKCM,skin,melanoma,0.119917,0.648342,
,MDA-MB-330,BRCA,breast,breast,0.125791,0.653535,
,LoVo,COREAD,digestive_system,large_intestine,0.130727,0.656198,
,OE21,ESCA,aero_digestive_tract,oesophagus,0.135006,0.667843,
,ES7,UNCLASSIFIED,bone,ewings_sarcoma,0.138001,0.688109,
,YH-13,GBM,nervous_system,glioma,0.141665,0.675043,
,BC-1,DLBC,blood,B_cell_lymphoma,0.14459,0.70768,
,MDA-MB-453,BRCA,breast,breast,0.14953,0.686939,
,KARPAS-422,DLBC,blood,B_cell_lymphoma,0.154912,0.697382,
,SF295,GBM,nervous_system,glioma,0.163701,0.692252,
,IM-9,MM,blood,myeloma,0.16907,0.728787,
,GR-ST,ALL,blood,lymphoblastic_leukemia,0.169807,0.694747,
,G-402,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.175503,0.696698,
,WM793B,SKCM,skin,melanoma,0.194294,0.712009,
,LNZTA3WT4,GBM,nervous_system,glioma,0.209271,0.724145,
,TOV-21G,OV,urogenital_system,ovary,0.209958,0.706759,
,RCC-FG2,KIRC,kidney,kidney,0.219761,0.725155,
,U-118-MG,GBM,nervous_system,glioma,0.219931,0.705232,
Romidepsin,SBC-5,SCLC,lung,lung_small_cell_carcinoma,0.243643,0.760646,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C  
,KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.000622,0.591262,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,0.000732,0.607184,
,NCI-H209,SCLC,lung,lung_small_cell_carcinoma,0.000849,0.630374,
,NCI-H250,SCLC,lung,lung_small_cell_carcinoma,0.000851,0.611215,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.000899,0.640241,
,K5,THCA,thyroid,thyroid,0.000969,0.633495,
,JVM-2,CLL,blood,lymphoid_neoplasm_other,0.000974,0.637738,
,IGR-1,SKCM,skin,melanoma,0.001001,0.647703,
,KU-19-19,BLCA,urogenital_system,bladder,0.001004,0.647418,
,LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,0.001029,0.657826,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,0.001044,0.663933,
,G-MEL,SKCM,skin,melanoma,0.001072,0.666214,
,MDA-MB-330,BRCA,breast,breast,0.001111,0.640282,
,L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.001113,0.664391,
,A549,LUAD,lung,lung_NSCLC_adenocarcinoma,0.001208,0.654444,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.001218,0.687935,
,EW-22,UNCLASSIFIED,bone,ewings_sarcoma,0.001254,0.670712,
,NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,0.001272,0.673852,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.001281,0.701254,
,SCC-9,HNSC,aero_digestive_tract,head_and_neck,0.001296,0.66654,
,NCI-H2810,MESO,lung,mesothelioma,0.001302,0.671092,
,LC4-1,ALL,blood,lymphoblastic_leukemia,0.001314,0.693817,
,D-283MED,MB,nervous_system,medulloblastoma,0.001333,0.689772,
,SNU-175,COREAD,digestive_system,large_intestine,0.001337,0.678419,
,NUGC-4,STAD,digestive_system,stomach,0.001343,0.64233,
,EW-11,UNCLASSIFIED,bone,ewings_sarcoma,0.001356,0.673432,
,Hs-578-T,BRCA,breast,breast,0.001376,0.670585,
,NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,0.001381,0.69091,
,SU-DHL-10,DLBC,blood,B_cell_lymphoma,0.001383,0.709118,
,BC-1,DLBC,blood,B_cell_lymphoma,0.001408,0.704191,
,DU-4475,BRCA,breast,breast,0.001414,0.707852,
,NCI-H2795,MESO,lung,mesothelioma,0.001425,0.679113,
,DND-41,ALL,blood,T_cell_leukemia,0.001426,0.710965,
,SUP-B15,ALL,blood,lymphoblastic_leukemia,0.001431,0.710362,
,ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,0.001479,0.70438,
,Saos-2,UNCLASSIFIED,bone,osteosarcoma,0.001484,0.686609,
,IHH-4,THCA,thyroid,thyroid,0.001512,0.696202,
,LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,0.001514,0.694739,
,MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,0.001517,0.703942,
,H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.001524,0.719878,
,RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.001527,0.694906,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.001547,0.720147,
,A172,GBM,nervous_system,glioma,0.001586,0.689412,
,LOXIMVI,SKCM,skin,melanoma,0.001596,0.699203,
,DOV13,OV,urogenital_system,ovary,0.001602,0.705906,
,NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,0.001608,0.686115,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.001616,0.728831,
,42-MG-BA,GBM,nervous_system,glioma,0.001639,0.701197,
,MS-1,SCLC,lung,lung_small_cell_carcinoma,0.001641,0.717151,
Bortezomib,H4,LGG,nervous_system,glioma,0.001651,0.710525,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O  
,ES6,UNCLASSIFIED,bone,ewings_sarcoma,0.000049,0.114185,
,SH-4,SKCM,skin,melanoma,0.000134,0.223143,
,NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,0.000148,0.212482,
,A101D,SKCM,skin,melanoma,0.000159,0.231144,
,MMAc-SF,SKCM,skin,melanoma,0.000187,0.229056,
,no-10,LGG,nervous_system,glioma,0.000213,0.254591,
,SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.000223,0.235317,
,OVCAR-4,OV,urogenital_system,ovary,0.000234,0.287851,
,BB65-RCC,KIRC,kidney,kidney,0.000294,0.298115,
,HT-144,SKCM,skin,melanoma,0.000315,0.303736,
,KS-1,GBM,nervous_system,glioma,0.000316,0.313723,
,8-MG-BA,GBM,nervous_system,glioma,0.000316,0.280868,
,TE-9,ESCA,aero_digestive_tract,oesophagus,0.000321,0.29709,
,KNS-42,LGG,nervous_system,glioma,0.000329,0.306935,
,DSH1,BLCA,urogenital_system,bladder,0.000351,0.298302,
,D-542MG,GBM,nervous_system,glioma,0.000363,0.322617,
,LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,0.000365,0.310327,
,NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,0.000377,0.309602,
,A388,UNCLASSIFIED,skin,skin_other,0.000387,0.332438,
,MZ2-MEL,SKCM,skin,melanoma,0.000395,0.332718,
,OS-RC-2,KIRC,kidney,kidney,0.000406,0.350885,
,LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,0.000415,0.310236,
,LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,0.00042,0.342213,
,OCUB-M,BRCA,breast,breast,0.000423,0.319979,
,ONS-76,MB,nervous_system,medulloblastoma,0.000437,0.341123,
,ES8,UNCLASSIFIED,bone,ewings_sarcoma,0.000442,0.333794,
,RXF393,KIRC,kidney,kidney,0.000451,0.367316,
,D-247MG,GBM,nervous_system,glioma,0.000469,0.363441,
,HCC2998,COREAD,digestive_system,large_intestine,0.00047,0.347104,
,NCI-H747,COREAD,digestive_system,large_intestine,0.000474,0.363993,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,0.000488,0.341107,
,SU-DHL-6,DLBC,blood,B_cell_lymphoma,0.000513,0.341551,
,JJN-3,MM,blood,haematopoietic_neoplasm_other,0.000524,0.351888,
,LB2518-MEL,SKCM,skin,melanoma,0.000526,0.365935,
,OCI-M1,LAML,blood,acute_myeloid_leukaemia,0.000529,0.347926,
,LB373-MEL-D,SKCM,skin,melanoma,0.000529,0.36846,
,TK10,KIRC,kidney,kidney,0.000539,0.378025,
,CESS,LAML,blood,acute_myeloid_leukaemia,0.000578,0.370693,
,LB831-BLC,BLCA,urogenital_system,bladder,0.000583,0.380002,
,MOLP-8,MM,blood,myeloma,0.000586,0.375354,
,D-336MG,LGG,nervous_system,glioma,0.000595,0.390377,
,TE-5,ESCA,aero_digestive_tract,oesophagus,0.00062,0.393653,
,CP66-MEL,SKCM,skin,melanoma,0.000627,0.395464,
,KINGS-1,LGG,nervous_system,glioma,0.000644,0.408795,
,SF126,GBM,nervous_system,glioma,0.000673,0.404082,
,MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.000673,0.409606,
,TE-8,ESCA,aero_digestive_tract,oesophagus,0.000676,0.408235,
,A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,0.000679,0.405097,
,BB30-HNC,HNSC,aero_digestive_tract,head_and_neck,0.000687,0.405319,
Pazopanib,TE-10,ESCA,aero_digestive_tract,oesophagus,0.000693,0.408466,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N  
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.007089,0.029842,
,AN3-CA,UCEC,urogenital_system,endometrium,0.059798,0.204056,
,CGTH-W-1,THCA,thyroid,thyroid,0.100139,0.255122,
,A204,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.165337,0.350606,
,GDM-1,LAML,blood,acute_myeloid_leukaemia,0.191372,0.356891,
,G-402,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.442176,0.4827,
,MFE-296,UCEC,urogenital_system,endometrium,0.635231,0.53587,
,STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.66419,0.54221,
,JHH-4,LIHC,digestive_system,liver,0.669182,0.546367,
,FU97,STAD,digestive_system,stomach,0.700683,0.55398,
,42-MG-BA,GBM,nervous_system,glioma,0.733071,0.560134,
,NCI-H2369,MESO,lung,mesothelioma,0.745756,0.563766,
,NOS-1,UNCLASSIFIED,bone,osteosarcoma,0.810735,0.568574,
,KG-1,LAML,blood,acute_myeloid_leukaemia,0.844643,0.585449,
,Hs-940-T,SKCM,skin,melanoma,1.044896,0.606118,
,Hep3B2-1-7,LIHC,digestive_system,liver,1.048375,0.619852,
,GI-1,LGG,nervous_system,glioma,1.091624,0.627628,
,G-401,UNCLASSIFIED,kidney,kidney,1.13406,0.623529,
,RT-112,BLCA,urogenital_system,bladder,1.139381,0.625328,
,MY-M12,ALL,blood,leukemia,1.217513,0.636052,
,SU-DHL-8,DLBC,blood,B_cell_lymphoma,1.261315,0.651539,
,A704,KIRC,kidney,kidney,1.27956,0.65154,
,ML-1,THCA,thyroid,thyroid,1.279908,0.635236,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,1.308263,0.664639,
,SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,1.343282,0.649898,
,MV-4-11,UNCLASSIFIED,blood,leukemia,1.435983,0.673647,
,JHH-1,LIHC,digestive_system,liver,1.532377,0.669842,
,EFM-192A,BRCA,breast,breast,1.560348,0.664576,
,SBC-3,SCLC,lung,lung_small_cell_carcinoma,1.621711,0.69244,
,SK-N-DZ,NB,nervous_system,neuroblastoma,1.638848,0.671528,
,ESS-1,UNCLASSIFIED,urogenital_system,endometrium,1.648016,0.6954,
,LB831-BLC,BLCA,urogenital_system,bladder,1.662764,0.685797,
,HLE,LIHC,digestive_system,liver,1.711277,0.686265,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,1.781142,0.692274,
,NY,UNCLASSIFIED,bone,osteosarcoma,2.126593,0.708276,
,NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,2.130385,0.712936,
,J82,BLCA,urogenital_system,bladder,2.211283,0.722843,
,LB1047-RCC,KIRC,kidney,kidney,2.43056,0.726864,
,HCC1395,BRCA,breast,breast,2.432318,0.715613,
,A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,2.485746,0.738325,
,JHH-7,LIHC,digestive_system,liver,2.653514,0.75873,
,TT2609-C02,THCA,thyroid,thyroid,2.654639,0.745588,
,SNB75,GBM,nervous_system,glioma,2.704039,0.720721,
,LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,2.717053,0.755675,
,MG-63,UNCLASSIFIED,bone,osteosarcoma,2.752608,0.722024,
,G-361,SKCM,skin,melanoma,2.787441,0.764082,
,TE-11,ESCA,aero_digestive_tract,oesophagus,2.825872,0.767242,
,SF126,GBM,nervous_system,glioma,3.006863,0.76286,
,NB7,NB,nervous_system,neuroblastoma,3.030892,0.764173,
Vinorelbine,TE-8,ESCA,aero_digestive_tract,oesophagus,3.036669,0.754702,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
,COLO-829,SKCM,skin,melanoma,0.000475,0.232892,
,HT-144,SKCM,skin,melanoma,0.000849,0.281648,
,BB30-HNC,HNSC,aero_digestive_tract,head_and_neck,0.000977,0.284167,
,TE-9,ESCA,aero_digestive_tract,oesophagus,0.001078,0.303649,
,SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.001158,0.304699,
,RKO,COREAD,digestive_system,large_intestine,0.001173,0.303661,
,NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,0.001186,0.307247,
,NB4,LAML,blood,acute_myeloid_leukaemia,0.001213,0.295994,
,ECC12,UNCLASSIFIED,digestive_system,stomach,0.001272,0.338979,
,CGTH-W-1,THCA,thyroid,thyroid,0.001296,0.323771,
,ALL-SIL,ALL,blood,T_cell_leukemia,0.001622,0.34758,
,LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,0.001652,0.362223,
,KS-1,GBM,nervous_system,glioma,0.001683,0.380258,
,TOV-112D,OV,urogenital_system,ovary,0.001686,0.367728,
,HGC-27,STAD,digestive_system,stomach,0.001688,0.352644,
,GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,0.001699,0.364051,
,COLO-205,COREAD,digestive_system,large_intestine,0.001738,0.366054,
,ES8,UNCLASSIFIED,bone,ewings_sarcoma,0.001785,0.370036,
,A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,0.001812,0.377537,
,PCI-6A,HNSC,aero_digestive_tract,head_and_neck,0.001816,0.373485,
,KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,0.001817,0.361233,
,8-MG-BA,GBM,nervous_system,glioma,0.001822,0.37162,
,NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,0.001861,0.384297,
,IGR-1,SKCM,skin,melanoma,0.001956,0.381479,
,SNU-398,LIHC,digestive_system,liver,0.001964,0.386725,
,OCI-LY-19,DLBC,blood,B_cell_lymphoma,0.002042,0.388421,
,SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.002043,0.391701,
,NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,0.002078,0.400296,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.002111,0.387017,
,MEL-HO,SKCM,skin,melanoma,0.002193,0.404568,
,KMH-2,THCA,thyroid,thyroid,0.002218,0.400569,
,SCC-4,HNSC,aero_digestive_tract,head_and_neck,0.00222,0.412696,
,MES-SA,UNCLASSIFIED,urogenital_system,uterus,0.002233,0.405097,
,HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,0.002267,0.407658,
,MKN45,STAD,digestive_system,stomach,0.00227,0.420605,
,COLO-679,SKCM,skin,melanoma,0.002276,0.41597,
,LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.002308,0.41685,
,SIG-M5,LAML,blood,acute_myeloid_leukaemia,0.002315,0.402371,
,OVCAR-4,OV,urogenital_system,ovary,0.002316,0.427669,
,SNG-M,UCEC,urogenital_system,endometrium,0.00235,0.418447,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,0.00238,0.410195,
,HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,0.00238,0.418653,
,HSC-2,HNSC,aero_digestive_tract,head_and_neck,0.002383,0.414637,
,SCC-9,HNSC,aero_digestive_tract,head_and_neck,0.002389,0.428801,
,ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.00239,0.417417,
,IGROV-1,OV,urogenital_system,ovary,0.00241,0.427224,
,NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,0.002419,0.420439,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.002438,0.414427,
,KON,HNSC,aero_digestive_tract,head_and_neck,0.002469,0.421331,
Carmustine,LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.002493,0.426872,C(CCl)NC(=O)N(CCCl)N=O 
,SK-CO-1,COREAD,digestive_system,large_intestine,31.131138,0.863537,
,P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,37.325852,0.958429,
,ES7,UNCLASSIFIED,bone,ewings_sarcoma,37.680143,0.900478,
,SU-DHL-10,DLBC,blood,B_cell_lymphoma,41.287401,0.954483,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,45.929239,0.947888,
,NCI-H209,SCLC,lung,lung_small_cell_carcinoma,46.150702,0.919991,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,51.239622,0.956798,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,51.349702,0.944129,
,RS4-11,ALL,blood,leukemia,51.597066,0.950845,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,54.361409,0.960888,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,57.023938,0.935806,
,A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,57.324477,0.924527,
,NEC8,UNCLASSIFIED,urogenital_system,testis,59.269842,0.963431,
,OCI-AML2,LAML,blood,acute_myeloid_leukaemia,60.193153,0.964837,
,TC-YIK,UNCLASSIFIED,urogenital_system,cervix,61.64909,0.933129,
,DOHH-2,DLBC,blood,B_cell_lymphoma,62.209474,0.99486,
,BC-1,DLBC,blood,B_cell_lymphoma,64.740883,0.956859,
,G-MEL,SKCM,skin,melanoma,70.476951,0.955454,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,72.530141,0.968509,
,LC4-1,ALL,blood,lymphoblastic_leukemia,73.294115,0.95913,
,SCC-3,DLBC,blood,B_cell_lymphoma,74.352374,0.968673,
,IM-9,MM,blood,myeloma,75.094035,0.96429,
,NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,78.199977,0.936313,
,NB(TU)1-10,NB,nervous_system,neuroblastoma,78.834996,0.936112,
,TOV-112D,OV,urogenital_system,ovary,78.901379,0.941491,
,BE-13,ALL,blood,lymphoblastic_leukemia,79.135809,0.942403,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,79.944959,0.97741,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,81.010028,0.990278,
,SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,82.474424,0.987847,
,LAMA-84,LCML,blood,chronic_myeloid_leukaemia,82.502464,0.968181,
,H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,84.695319,0.976873,
,P12-ICHIKAWA,ALL,blood,lymphoblastic_T_cell_leukaemia,85.99578,0.968024,
,KELLY,NB,nervous_system,neuroblastoma,86.984424,0.964222,
,RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,87.468428,0.971962,
,GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,92.608728,0.954795,
,GOTO,NB,nervous_system,neuroblastoma,96.192647,0.93521,
,EW-22,UNCLASSIFIED,bone,ewings_sarcoma,96.230209,0.938567,
,EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,96.331862,0.911942,
,ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,98.236015,0.961591,
,DND-41,ALL,blood,T_cell_leukemia,99.074569,0.981035,
,KARPAS-45,ALL,blood,lymphoblastic_leukemia,99.175089,0.975385,
,786-0,KIRC,kidney,kidney,100.791636,0.931002,
,ML-2,LAML,blood,acute_myeloid_leukaemia,101.013655,0.970067,
,KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,101.36442,0.973743,
,ALL-SIL,ALL,blood,T_cell_leukemia,101.768695,0.97287,
,HAL-01,ALL,blood,lymphoblastic_leukemia,102.82555,0.969307,
,HH,UNCLASSIFIED,blood,T_cell_leukemia,102.987064,0.934024,
,OCI-M1,LAML,blood,acute_myeloid_leukaemia,103.503486,0.974706,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,105.948288,0.946672,
Belinostat,JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,106.459259,0.972161,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO  
