Name,ICD-11,MeSH,KEGG,link,MyID,ICD-11_Category
Pantothenate kinase-associated neurodegeneration;Hallervorden-Spatz disease;Neurodegeneration with brain iron accumulation 1, 5C64.10, D006211,H02208,https://www.genome.jp/entry/ds_ja:H02208,220,5
HARP syndrome, 5C64.10, C564603,H02209,https://www.genome.jp/entry/ds_ja:H02209,221,5
Agenesis of the corpus callosum with peripheral neuropathy, LD20.Y, C536446,H00816,https://www.genome.jp/entry/ds_ja:H00816,222,L
Perry syndrome, 8A00.1Y, C566822,H00879,https://www.genome.jp/entry/ds_ja:H00879,223,8
Familial amyloidosis, 5D00.2, D028226,H00845,https://www.genome.jp/entry/ds_ja:H00845,224,5
"Amyloidosis, Finnish type;Meretoja syndrome;Amyloid cranial neuropathy with lattice corneal dystrophy", 5D00.2Y, C537459,H02322,https://www.genome.jp/entry/ds_ja:H02322,225,5
Juvenile primary lateral sclerosis, 8B60.4, C536416,H00970,https://www.genome.jp/entry/ds_ja:H00970,226,8
Infantile-onset ascending hereditary spastic paralysis, 8B44.0Y, C537217,H01172,https://www.genome.jp/entry/ds_ja:H01172,227,8
Infantile bilateral striatal necrosis, 8D87.01, C537500,H01177,https://www.genome.jp/entry/ds_ja:H01177,228,8
Familial dementia, 8B22.3, D003704,H01184,https://www.genome.jp/entry/ds_ja:H01184,229,8
Cerebral amyloid angiopathy;Hereditary cerebral hemorrhage with amyloidosis, 5D00.0, D016657,H01185,https://www.genome.jp/entry/ds_ja:H01185,230,5
"Cerebellar ataxia, mental retardation (MR), and dysequilibrium syndrome (CAMRQ)", 8A03.1Y, C535731 C567656 C567690,H01204,https://www.genome.jp/entry/ds_ja:H01204,231,8
Familial encephalopathy with neuroserpin inclusion bodies, 8A61.41, C536841,H01212,https://www.genome.jp/entry/ds_ja:H01212,232,8
Giant axonal neuropathy, 8C2Y, D056768,H01259,https://www.genome.jp/entry/ds_ja:H01259,233,8
Marinesco-Sjogren syndrome, 8C70.6, D013132,H01284,https://www.genome.jp/entry/ds_ja:H01284,234,8
Neurodegeneration due to cerebral folate transport deficiency, 5C63.1, C567791,H01295,https://www.genome.jp/entry/ds_ja:H01295,235,5
Choreoacanthocytosis;Chorea-acanthocytosis, 3A10.Y 8A03.1Y, D054546,H01432,https://www.genome.jp/entry/ds_ja:H01432,236,8 3
Subacute myelo-optico-neuropathy (SMON), 8D43.20, D011115,H01578,https://www.genome.jp/entry/ds_ja:H01578,237,8
Multiple system atrophy, 8D87.0, D019578 D020955 D009849 D012791,H01614,https://www.genome.jp/entry/ds_ja:H01614,238,8
Spinocerebellar degeneration, 8A03, D013132,H01616,https://www.genome.jp/entry/ds_ja:H01616,234,8
Subacute sclerosing panencephalitis, 8A45.01, D013344,H01696,https://www.genome.jp/entry/ds_ja:H01696,239,8
Neuroferritinopathy, 8A01.1Y, C548080,H01779,https://www.genome.jp/entry/ds_ja:H01779,240,8
Hereditary diffuse leukoencephalopathy with spheroids, 8A44.3, C580150,H01807,https://www.genome.jp/entry/ds_ja:H01807,241,8
Posterior column ataxia with retinitis pigmentosa, 8A03.1Y, C536343,H01036,https://www.genome.jp/entry/ds_ja:H01036,242,8
Ataxia with ocular apraxia, 8A03.1Y, C538013,H00848,https://www.genome.jp/entry/ds_ja:H00848,243,8
Distal hereditary motor neuropathies, 8B61.4, D009134,H00856,https://www.genome.jp/entry/ds_ja:H00856,215,8
Leukoencephalopathy with vanishing white matter;Vanishing white matter disease;Childhood ataxia with diffuse central nervous system hypomyelination (CACH);Cree leukoencephalopathy (CLE), 8A44.3, D056784,H00869,https://www.genome.jp/entry/ds_ja:H00869,244,8
"Leukoencephalopathy, progressive, with ovarian failure;Ovarioleukodystrophy", 8A44.3, C565836,H02200,https://www.genome.jp/entry/ds_ja:H02200,245,8
Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, 5C53.23, C567009,H00871,https://www.genome.jp/entry/ds_ja:H00871,246,5
Leukoencephalopathy with dystonia and motor neuropathy;Sterol carrier protein 2 deficiency, 5C57.1, C566654,H00874,https://www.genome.jp/entry/ds_ja:H00874,247,5
Megaloencephalic leukoencephalopathy with subcortical cysts, 8A44.3, C536141,H00875,https://www.genome.jp/entry/ds_ja:H00875,248,8
Cystic leukoencephalopathy without megalencephaly, 5C55.2, C567845,H00878,https://www.genome.jp/entry/ds_ja:H00878,249,5
Coenzyme Q10 deficiency, 5C53.22, C564403,H00999,https://www.genome.jp/entry/ds_ja:H00999,250,5
Familial idiopathic basal ganglia calcification;Bilateral striopallidodentate calcinosis (BSPDC);Fahr disease, 8A00.1Y, C536275 C537657 C536276,H01574,https://www.genome.jp/entry/ds_ja:H01574,251,8
PEHO syndrome, LD90.Y, C536317,H02252,https://www.genome.jp/entry/ds_ja:H02252,252,L
PEHO-like syndrome, LD90.Y, C536317,H02338,https://www.genome.jp/entry/ds_ja:H02338,252,L
"Leukoencephalopathy, brain calcifications, and cysts;Labrune syndrome", 8E4Y, C000598644,H02473,https://www.genome.jp/entry/ds_ja:H02473,253,8
Symptomatic generalized epilepsies, 8A61, D004829,H00577,https://www.genome.jp/entry/ds_ja:H00577,254,8
Early infantile epileptic encephalopathy;Developmental and epileptic encephalopathy;Ohtahara syndrome, 8A62.Y, C538670,H00606,https://www.genome.jp/entry/ds_ja:H00606,255,8
West syndrome;Infantile spasms, 8A62.0, D013036,H01460,https://www.genome.jp/entry/ds_ja:H01460,256,8
Lennox-Gastaut syndrome, 8A62.1, D065768,H01813,https://www.genome.jp/entry/ds_ja:H01813,257,8
Dravet syndrome, 8A61.11, D004831,H01818,https://www.genome.jp/entry/ds_ja:H01818,258,8
Hyperekplexia and epilepsy;Early infantile epileptic encephalopathy-8, LD90.Y, C564474,H02353,https://www.genome.jp/entry/ds_ja:H02353,259,L
Early myoclonic encephalopathy, 8A61.0Y, C562695,H01819,https://www.genome.jp/entry/ds_ja:H01819,260,8
Myoclonic-astatic epilepsy;Doose syndrome, 8A61.22, D004831,H01823,https://www.genome.jp/entry/ds_ja:H01823,258,8
Myoclonic-atonic epilepsy, 8A61.2Y, D012640,H02361,https://www.genome.jp/entry/ds_ja:H02361,261,8
Febrile seizures, 8A63.0, D003294,H00783,https://www.genome.jp/entry/ds_ja:H00783,262,8
Benign familial infantile seizure, 8A80.Y, D020936,H02362,https://www.genome.jp/entry/ds_ja:H02362,263,8
Nocturnal frontal lobe epilepsy, 8A61.4Y, C579932,H00807,https://www.genome.jp/entry/ds_ja:H00807,264,8
Idiopathic generalized epilepsies, 8A61, C562694,H00808,https://www.genome.jp/entry/ds_ja:H00808,265,8
Generalized epilepsy with febrile seizures plus, 8A61.2Y, C565808,H02564,https://www.genome.jp/entry/ds_ja:H02564,266,8
Childhood absence epilepsy, 8A61.21, D004832,H02215,https://www.genome.jp/entry/ds_ja:H02215,267,8
Juvenile absence epilepsy, 8A61.31, D004832,H02216,https://www.genome.jp/entry/ds_ja:H02216,267,8
Juvenile myoclonic epilepsy, 8A61.30, D020190,H02217,https://www.genome.jp/entry/ds_ja:H02217,268,8
Familial infantile myoclonic epilepsy, 8A61.1Y, D004831,H02212,https://www.genome.jp/entry/ds_ja:H02212,258,8
Familial adult myoclonic epilepsy;Benign adult familial myoclonic epilepsy, 8A61.32, C563399 C564313 C567098,H02213,https://www.genome.jp/entry/ds_ja:H02213,269,8
Familial focal epilepsy with variable foci, 8A61.4Y, D004828,H02214,https://www.genome.jp/entry/ds_ja:H02214,270,8
Familial epilepsy temporal lobe (ETL), 8A61.3Y, C537297,H00809,https://www.genome.jp/entry/ds_ja:H00809,271,8
Progressive myoclonic epilepsy, 8A61.41, D020191,H00810,https://www.genome.jp/entry/ds_ja:H00810,272,8
Lafora disease, 8A61.41, D020192,H01994,https://www.genome.jp/entry/ds_ja:H01994,273,8
"Unverricht-Lundborg disease;Epilepsy, progressive myoclonic 1", 8A61.41, D020194,H01995,https://www.genome.jp/entry/ds_ja:H01995,274,8
Amish infantile epilepsy syndrome, 5C54.Y, C563799,H00996,https://www.genome.jp/entry/ds_ja:H00996,275,5
Pyridoxamine-5'-phosphate oxidase (PNPO) deficiency, 5C63.Y, C566449,H01124,https://www.genome.jp/entry/ds_ja:H01124,276,5
Pyridoxine-dependent epilepsy, 8A61.0Y, C536254,H01247,https://www.genome.jp/entry/ds_ja:H01247,277,8
Generalized epilepsy and paroxysmal dyskinesia, 8A61.2Y, C563719,H01258,https://www.genome.jp/entry/ds_ja:H01258,278,8
Landau-Kleffner syndrome, 8A62.2, D018887,H01514,https://www.genome.jp/entry/ds_ja:H01514,279,8
PCDH19-related epilepsy syndrome;Early infantile epileptic encephalopathy 9;Epilepsy with mental retardation limited to females, 8A61.1Y, C564715,H01775,https://www.genome.jp/entry/ds_ja:H01775,280,8
Epilepsy with myoclonic absence, 8A61.23, D004831,H01822,https://www.genome.jp/entry/ds_ja:H01822,258,8
Mesial temporal lobe epilepsy with hippocampal sclerosis, 8A60.7, C566903,H01826,https://www.genome.jp/entry/ds_ja:H01826,281,8
"Rolandic epilepsy, mental retardation, and speech dyspraxia", 8A62.Y, D019305,H01827,https://www.genome.jp/entry/ds_ja:H01827,282,8
Early-onset vitamin B6-dependent epilepsy, 8A61.0Y, C536254,H02250,https://www.genome.jp/entry/ds_ja:H02250,277,8
Retinitis pigmentosa, 9B70, D012174,H00527,https://www.genome.jp/entry/ds_ja:H00527,283,9
Familial exudative vitreoretinopathy, LA13.3, C580083,H00589,https://www.genome.jp/entry/ds_ja:H00589,284,L
Primary open angle glaucoma;Glaucoma 1, 9C61.0, C564234 C567753,H00612,https://www.genome.jp/entry/ds_ja:H00612,285,9
Duane retraction syndrome, 9C82.2, D004370,H00633,https://www.genome.jp/entry/ds_ja:H00633,286,9
Aland Island eye disease;Forsius-Eriksson syndrome, 9B7Y, C562664,H00690,https://www.genome.jp/entry/ds_ja:H00690,287,9
Meesmann corneal dystrophy, 9A70.Y, D053559,H00726,https://www.genome.jp/entry/ds_ja:H00726,288,9
Sorsby fundus dystrophy, 9B61, C564992,H00732,https://www.genome.jp/entry/ds_ja:H00732,289,9
Congenital motor nystagmus (CMN);Idiopathic congenital nystagmus (ICN), 9C84.1, C580539,H00776,https://www.genome.jp/entry/ds_ja:H00776,290,9
Usher syndrome, LD2H.4, D052245,H00779,https://www.genome.jp/entry/ds_ja:H00779,291,L
Congenital stationary night blindness, 9D45, C536122 C537743,H00787,https://www.genome.jp/entry/ds_ja:H00787,292,9
Keratoconus, 9A78.50, D007640,H00789,https://www.genome.jp/entry/ds_ja:H00789,293,9
Wagner syndrome, 9B80, C536075,H02073,https://www.genome.jp/entry/ds_ja:H02073,294,9
Enhanced S-cone syndrome, 9B70, C564835,H02075,https://www.genome.jp/entry/ds_ja:H02075,295,9
Goldmann-Favre syndrome, 9B70, C564835,H02341,https://www.genome.jp/entry/ds_ja:H02341,295,9
Snowflake vitreoretinal degeneration, 9B70, C536677,H02077,https://www.genome.jp/entry/ds_ja:H02077,296,9
Autosomal dominant vitreoretinochoroidopathy, 9B70, C536352,H02078,https://www.genome.jp/entry/ds_ja:H02078,297,9
Age-related macular degeneration, 9B75.0, D008268,H00821,https://www.genome.jp/entry/ds_ja:H00821,298,9
Macular dystrophy, 9B70, D057826 D008268,H01770,https://www.genome.jp/entry/ds_ja:H01770,299,9
Cone-rod dystrophy and cone dystrophy, 9B70, D000071700,H00481,https://www.genome.jp/entry/ds_ja:H00481,300,9
Vitelliform macular dystrophy, 9B70, D057826,H00814,https://www.genome.jp/entry/ds_ja:H00814,301,9
Stargardt disease;Fundus flavimaculatus, 9B70, C535804 C535805 C535521,H00819,https://www.genome.jp/entry/ds_ja:H00819,302,9
Central areolar choroidal dystrophy, 9B61, C535358 C567750,H01768,https://www.genome.jp/entry/ds_ja:H01768,303,9
Pattern dystrophies of the retinal pigment epithelium;Patterned macular dystrophy;Butterfly-shaped macular dystrophy, 9B70, C536309,H01890,https://www.genome.jp/entry/ds_ja:H01890,304,9
Newfoundland rod-cone dystrophy, 9B70, C564391,H01009,https://www.genome.jp/entry/ds_ja:H01009,305,9
"Fleck retina, familial benign", 9B70, C565564,H02440,https://www.genome.jp/entry/ds_ja:H02440,306,9
Leber congenital amaurosis, 9B70, D057130,H00837,https://www.genome.jp/entry/ds_ja:H00837,307,9
Congenital fibrosis of the extraocular muscles, 9C82.2, C580012,H00838,https://www.genome.jp/entry/ds_ja:H00838,308,9
Reis-Bucklers corneal dystrophy;Corneal dystrophy of Bowman type I;Granular corneal dystrophy type III, 9A70.Y, C535476,H00951,https://www.genome.jp/entry/ds_ja:H00951,309,9
Gelatinous drop-like corneal dystrophy;Corneal amyloidosis, 9A70.Y, C535480,H00953,https://www.genome.jp/entry/ds_ja:H00953,310,9
Macular corneal dystrophy;Corneal dystrophy Groenouw type II;Fehr corneal dystrophy, 9A70.Y, D003317,H00954,https://www.genome.jp/entry/ds_ja:H00954,311,9
Granular corneal dystrophies, 9A70.Y, C537304 C535474,H00955,https://www.genome.jp/entry/ds_ja:H00955,312,9
Fleck corneal dystrophy;Francois-Neetens speckled corneal dystrophy, 9A70.Y, C563256,H00957,https://www.genome.jp/entry/ds_ja:H00957,313,9
Congenital stromal corneal dystrophy;Congenital hereditary stromal dystrophy;Witschel dystrophy, 9A70.Y, C566452,H00958,https://www.genome.jp/entry/ds_ja:H00958,314,9
Schnyder corneal dystrophy;Schnyder crystalline corneal dystrophy (SCCD);Crystalline stromal dystrophy;Schnyder crystalline dystrophy sine crystals, 9A70.Y, C535475,H00959,https://www.genome.jp/entry/ds_ja:H00959,315,9
Fuchs corneal dystrophy;Fuchs endothelial corneal dystrophy, 9A70.0, D005642,H00960,https://www.genome.jp/entry/ds_ja:H00960,316,9
Posterior polymorphous corneal dystrophy, LA11.5, C562745,H00961,https://www.genome.jp/entry/ds_ja:H00961,317,L
Ring dermoid of cornea, 2F36.Y, C535684,H01149,https://www.genome.jp/entry/ds_ja:H01149,318,2
Epithelial basement membrane corneal dystrophy;Cogan microcystic epithelial dystrophy;Map-dot-fingerprint dystrophy, 9A70.Y, C535477,H01221,https://www.genome.jp/entry/ds_ja:H01221,319,9
Achromatopsia;Rod monochromacy, 9D44 9B70, D003117,H00971,https://www.genome.jp/entry/ds_ja:H00971,320,9
Bradyopsia, 9D7Y, C564243,H00973,https://www.genome.jp/entry/ds_ja:H00973,321,9
Blue cone monochromacy, 9B70, D003117,H00974,https://www.genome.jp/entry/ds_ja:H00974,320,9
Colorblindness, 9D44, D003117,H00976,https://www.genome.jp/entry/ds_ja:H00976,320,9
Jalili syndrome, LA30.6, C536604,H01015,https://www.genome.jp/entry/ds_ja:H01015,322,L
Optic atrophy, 9C40.B0, D029241,H01020,https://www.genome.jp/entry/ds_ja:H01020,323,9
Pigmented paravenous chorioretinal atrophy, 9B7Y, C566801,H01088,https://www.genome.jp/entry/ds_ja:H01088,324,9
Sveinsson chorioretinal atrophy (SCRA);Helicoid peripapillary chorioretinal degeneration (HPCD), 9B78.4, C566236,H01180,https://www.genome.jp/entry/ds_ja:H01180,325,9
Choroideremia;Tapetochoroidal dystrophy, 9B61, D015794,H01116,https://www.genome.jp/entry/ds_ja:H01116,326,9
Progressive external ophthalmoplegia;Autosomal dominant progressive external ophthalmoplegia, 9C82.0, D017246,H01118,https://www.genome.jp/entry/ds_ja:H01118,327,9
Late-onset retinal degeneration, 9B70, C565309,H01130,https://www.genome.jp/entry/ds_ja:H01130,328,9
Cataract, 9B10, D002386,H01202,https://www.genome.jp/entry/ds_ja:H01202,329,9
Foveal hypoplasia, LA13.8, C565005,H01256,https://www.genome.jp/entry/ds_ja:H01256,330,L
Autosomal dominant keratitis;Hereditary keratitis, 9A7Y, C537022,H01273,https://www.genome.jp/entry/ds_ja:H01273,331,9
Idiopathic macular hole;Retinal perforations, 9B75.1, D012167,H01480,https://www.genome.jp/entry/ds_ja:H01480,332,9
Dry eye desease;Keratoconjunctivitis sicca, 9A79, D015352,H01641,https://www.genome.jp/entry/ds_ja:H01641,333,9
Blepharitis, 9A01.3 9A02.1, D001762,H01644,https://www.genome.jp/entry/ds_ja:H01644,334,9
Macular edema, 9B75.Y, D008269,H01651,https://www.genome.jp/entry/ds_ja:H01651,335,9
Optic neuritis, 9C40.1, D009902,H01717,https://www.genome.jp/entry/ds_ja:H01717,336,9
Optic neuropathy, 9C40, D009901 D018917,H01719,https://www.genome.jp/entry/ds_ja:H01719,337,9
Autosomal dominant neovascular inflammatory vitreoretinopathy, 9B78.2, D018630,H01798,https://www.genome.jp/entry/ds_ja:H01798,338,9
Myopia, 9D00.0, D009216,H02041,https://www.genome.jp/entry/ds_ja:H02041,339,9
Megalocornea;X-linked megalocornea, LA11.1, C562829,H02104,https://www.genome.jp/entry/ds_ja:H02104,340,L
Bietti crystalline corneoretinal dystrophy, 9B61, C535440,H02107,https://www.genome.jp/entry/ds_ja:H02107,341,9
Basal laminar drusen, 9B70, C563034,H02108,https://www.genome.jp/entry/ds_ja:H02108,342,9
Doyne honeycomb retinal dystrophy;Malattia leventinese, 9B70, C535602,H02110,https://www.genome.jp/entry/ds_ja:H02110,343,9
Persistent hyperplastic primary vitreous;Persistent fetal vasculature, LA13.0, D054514,H02112,https://www.genome.jp/entry/ds_ja:H02112,344,L
Hereditary hyperferritinaemia-cataract syndrome;Bonneau-Beaumont syndrome, 9B10.2Y, C538137,H02204,https://www.genome.jp/entry/ds_ja:H02204,345,9
Diabetic retinopathy, 9B71.0, D003930,H01457,https://www.genome.jp/entry/ds_ja:H01457,346,9
Partington syndrome, LD90.Y, C536300,H01920,https://www.genome.jp/entry/ds_ja:H01920,347,L
"Deafness, autosomal dominant", AB50, C565121 C567441 C567214 C567277 C567215 C563460 C563410 C563421 C563321 C563335 C563354 C563353 C563295 C566612 C563421 C566545 C565832 C535507 C565267 C565754 C564634 C538197 C565357 C565239 C565319 C563890 C564706 C563888 C564675 C564272 C564246 C564399 C563885 C564322 C564250 C564348 C566495 C567216,H00604,https://www.genome.jp/entry/ds_ja:H00604,348,A
"Deafness, autosomal recessive", AB50, C567134 C567213 C564007 C563961 C566366 C563444 C563418 C563417 C563396 C565341 C563417 C563327 C566410 C566344 C566611 C566339 C566418 C566580 C565828 C566353 C564633 C563705 C567027 C565329 C565287,H00605,https://www.genome.jp/entry/ds_ja:H00605,349,A
"Deafness, X-linked", AB50, C564433 C536424 C564727 C564723 C564472,H01209,https://www.genome.jp/entry/ds_ja:H01209,350,A
"Deafness, Y-linked", AB50, D006319,H02336,https://www.genome.jp/entry/ds_ja:H02336,351,A
Sudden sensorineural hearing loss, AB51.1, D003639,H01704,https://www.genome.jp/entry/ds_ja:H01704,352,A
Bilateral sudden sensorineural hearing loss, AB51.1, D006312,H01705,https://www.genome.jp/entry/ds_ja:H01705,353,A
Delayed endolymphatic hydrops, AB31.0, D018159,H01706,https://www.genome.jp/entry/ds_ja:H01706,354,A
Meniere disease, AB31.0, D008575,H01495,https://www.genome.jp/entry/ds_ja:H01495,355,A
Auditory neuropathy, AB57, C563790,H02339,https://www.genome.jp/entry/ds_ja:H02339,356,A
Dejerine-Sottas disease;Charcot-Marie-Tooth disease type 3, 8C20.Y, D015417,H02359,https://www.genome.jp/entry/ds_ja:H02359,357,8
Cowchock syndrome;X-linked Charcot-Marie-Tooth disease type 4, 8C20.Y, C536450,H02344,https://www.genome.jp/entry/ds_ja:H02344,358,8
Hereditary sensory and autonomic neuropathy, 8C21, D009477,H00265,https://www.genome.jp/entry/ds_ja:H00265,359,8
Hereditary spastic paraplegia, 8B44.0, D015419,H00266,https://www.genome.jp/entry/ds_ja:H00266,360,8
Familial advanced sleep phase syndrome, 7A61, C565789,H00688,https://www.genome.jp/entry/ds_ja:H00688,361,7
Delayed sleep phase syndrome, 7A60, D020178,H00689,https://www.genome.jp/entry/ds_ja:H00689,362,7
Congenital central hypoventilation syndrome, 7A42.1, C536209,H00916,https://www.genome.jp/entry/ds_ja:H00916,363,7
Congenital myasthenic syndrome, 8C61, D020294,H00770,https://www.genome.jp/entry/ds_ja:H00770,364,8
Paroxysmal extreme pain disorder, 8E43.Y, C563475,H00772,https://www.genome.jp/entry/ds_ja:H00772,365,8
Hyperekplexia;Startle disease, LD90.Y, D016750,H00769,https://www.genome.jp/entry/ds_ja:H00769,366,L
Congenital insensitivity to pain, 8C21.3, D000699,H00774,https://www.genome.jp/entry/ds_ja:H00774,367,8
Hemiplegic migraine, 8A80.10, D020325,H00775,https://www.genome.jp/entry/ds_ja:H00775,368,8
Seizures-sensorineural deafness-ataxia-mental retardation-electrolyte imbalance (SESAME);SeSAME/EAST syndrome, LD2H.Y, C557674,H00803,https://www.genome.jp/entry/ds_ja:H00803,369,L
Primary dystonia, 8A02.0, D020821,H00831,https://www.genome.jp/entry/ds_ja:H00831,370,8
Dopa-responsive dystonia, 8A02.11, C538007,H02557,https://www.genome.jp/entry/ds_ja:H02557,371,8
GLUT1 deficiency syndrome;Glucose transport defect of the blood-brain barrier, 5C61.5 8A61.4Y, C536830,H00836,https://www.genome.jp/entry/ds_ja:H00836,372,8 5
Benign hereditary chorea, 8A01.0, D002819,H00860,https://www.genome.jp/entry/ds_ja:H00860,188,8
Mohr-Tranebjaerg syndrome, 8A02.12, C535808,H00989,https://www.genome.jp/entry/ds_ja:H00989,373,8
Alternating hemiplegia of childhood, MB53.0, C536589,H00998,https://www.genome.jp/entry/ds_ja:H00998,374,M
Retinal vasculopathy with cerebral leukodystrophy, 9B78.0, C566007,H01000,https://www.genome.jp/entry/ds_ja:H01000,375,9
Dopamine beta-hydroxylase deficiency;Norepinephrine deficiency;Noradrenaline deficiency, 5C59.00, C535600,H01005,https://www.genome.jp/entry/ds_ja:H01005,376,5
Choroid plexus papilloma, 2A00.22, D020288,H01007,https://www.genome.jp/entry/ds_ja:H01007,377,2
Spastic quadriplegic cerebral palsy, 8D20.10, D002547,H01097,https://www.genome.jp/entry/ds_ja:H01097,378,8
