"sampleid","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"BHT-101","http://www.broadinstitute.org/ccle/cell%20lines/BHT101_THYROID","BHT101_THYROID","BHT-101",NA,"F","thyroid","carcinoma","anaplastic_carcinoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E12_474674","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E07_490332","yes",NA,"BHT-101","Thyroid","Thyroid gland undifferentiated (anaplastic) carcinoma","CVCL_1085","BHT101_91_2019","thyroid","Cancer cell line",TRUE
"BHY","http://www.broadinstitute.org/ccle/cell%20lines/BHY_UPPER_AERODIGESTIVE_TRACT","BHY_UPPER_AERODIGESTIVE_TRACT","BHY",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A08_698824","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C02_490356","yes","yes","BHY","Head and Neck","Head and neck squamous cell carcinoma","CVCL_1086","BHY_92_2019","upper_aerodigestive_tract","Cancer cell line",NA
"BICR 16","http://www.broadinstitute.org/ccle/cell%20lines/BICR16_UPPER_AERODIGESTIVE_TRACT","BICR16_UPPER_AERODIGESTIVE_TRACT","BICR 16",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ECACC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A03_698898","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E12_542820","yes","yes","BICR_16","Head and Neck","Tongue squamous cell carcinoma","CVCL_2308","BICR16_94_2019","upper_aerodigestive_tract","Cancer cell line",NA
"BICR 18","http://www.broadinstitute.org/ccle/cell%20lines/BICR18_UPPER_AERODIGESTIVE_TRACT","BICR18_UPPER_AERODIGESTIVE_TRACT","BICR 18",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ECACC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D05_698858","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B03_698684","yes","yes","BICR_18","Head and Neck","Laryngeal squamous cell carcinoma","CVCL_2309","BICR18_95_2019","upper_aerodigestive_tract","Cancer cell line",TRUE
"BICR 22","http://www.broadinstitute.org/ccle/cell%20lines/BICR22_UPPER_AERODIGESTIVE_TRACT","BICR22_UPPER_AERODIGESTIVE_TRACT","BICR 22",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ECACC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C12_698888","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C03_542962","yes",NA,"BICR_22","Head and Neck","Tongue squamous cell carcinoma","CVCL_2310","BICR22_96_2019","upper_aerodigestive_tract","Cancer cell line",TRUE
"BICR 31","http://www.broadinstitute.org/ccle/cell%20lines/BICR31_UPPER_AERODIGESTIVE_TRACT","BICR31_UPPER_AERODIGESTIVE_TRACT","BICR 31",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ECACC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_B03_569512","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E07_542878","yes","yes","BICR_31","Head and Neck","Tongue squamous cell carcinoma","CVCL_2312","BICR31_97_2019","upper_aerodigestive_tract","Cancer cell line",NA
"BICR 56","http://www.broadinstitute.org/ccle/cell%20lines/BICR56_UPPER_AERODIGESTIVE_TRACT","BICR56_UPPER_AERODIGESTIVE_TRACT","BICR 56",NA,"F","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ECACC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A02_698820","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C09_578334","yes","yes","BICR_56","Head and Neck","Tongue squamous cell carcinoma","CVCL_2313","BICR56_98_2019","upper_aerodigestive_tract","Cancer cell line",NA
"BICR 6","http://www.broadinstitute.org/ccle/cell%20lines/BICR6_UPPER_AERODIGESTIVE_TRACT","BICR6_UPPER_AERODIGESTIVE_TRACT","BICR 6",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ECACC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A07_698844","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C01_578456","yes","yes","BICR_6","Head and Neck","Hypopharyngeal squamous cell carcinoma","CVCL_2314","BICR6_99_2019","upper_aerodigestive_tract","Cancer cell line",NA
"BJ1-hTERT","http://www.broadinstitute.org/ccle/cell%20lines/BJHTERT_SKIN","BJHTERT_SKIN","BJ hTERT",NA,NA,"skin","other","immortalized_fibroblast",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A07_767842","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_H01_780332",NA,NA,NA,"Skin",NA,"CVCL_6573","BJhTERT_101_2019","skin","Telomerase immortalized cell line",NA
"BL-41","http://www.broadinstitute.org/ccle/cell%20lines/BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL-41",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Burkitt_lymphoma",NA,"DSMZ","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C02_698770","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F04_464688","yes","yes","BL-41","Lymphoid","Burkitt lymphoma","CVCL_1087","BL41_103_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"BL-70","http://www.broadinstitute.org/ccle/cell%20lines/BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL-70",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Burkitt_lymphoma",NA,"DSMZ","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E11_454676","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H07_464644","yes","yes","BL-70","Lymphoid","Burkitt lymphoma","CVCL_1088","BL70_104_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"BT-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BT-12","CNS/Brain","Atypical teratoid/rhabdoid tumor","CVCL_M155","BT12_113_2019",NA,"Cancer cell line",NA
"BT-20","http://www.broadinstitute.org/ccle/cell%20lines/BT20_BREAST","BT20_BREAST","BT-20",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C02_383640","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F06_335318","yes","yes","BT-20","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0178","BT20_108_2019","breast","Cancer cell line",NA
"BT-474","http://www.broadinstitute.org/ccle/cell%20lines/BT474_BREAST","BT474_BREAST","BT-474",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E07_296098","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B12_293326","yes","yes","BT-474","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0179","BT474_109_2019","breast","Cancer cell line",NA
"BT-483","http://www.broadinstitute.org/ccle/cell%20lines/BT483_BREAST","BT483_BREAST","BT-483",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A08_474686","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B06_464594","yes","yes","BT-483","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_2319","BT483_110_2019","breast","Cancer cell line",NA
"BT-549","http://www.broadinstitute.org/ccle/cell%20lines/BT549_BREAST","BT549_BREAST","BT-549",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_A09_257614","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B08_256040","yes","yes","BT-549","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_1092","BT549_111_2019","breast","Cancer cell line",NA
"BV-173","http://www.broadinstitute.org/ccle/cell%20lines/BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BV-173",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","blast_phase_chronic_myeloid_leukaemia",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F08_523462","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D04_578460","yes","yes","BV-173","Myeloid","Chronic myelogenous leukemia, BCR-ABL1 positive","CVCL_0181","BV173_148_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"BxPC-3","http://www.broadinstitute.org/ccle/cell%20lines/BXPC3_PANCREAS","BXPC3_PANCREAS","BxPC-3",NA,"F","pancreas","carcinoma","ductal_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_H08_383778","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G02_246756","yes","yes","BxPC-3","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_0186","BxPC3_149_2019","pancreas","Cancer cell line",NA
"C2BBe1","http://www.broadinstitute.org/ccle/cell%20lines/C2BBE1_LARGE_INTESTINE","C2BBE1_LARGE_INTESTINE","C2BBe1",NA,"M","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_H03_383618","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C02_437322","yes","yes","C2BBe1","Bowel","Colon adenocarcinoma","CVCL_1096","C2BBe1_153_2019","large_intestine","Cancer cell line",NA
"C32 [Human melanoma]","http://www.broadinstitute.org/ccle/cell%20lines/C32_SKIN","C32_SKIN","C32",NA,"M","skin","malignant_melanoma","NS",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F07_296122","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B03_256030","yes","yes","C32","Skin","Amelanotic melanoma","CVCL_1097","C32_154_2019","skin","Cancer cell line",NA
"C8166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C8166","Lymphoid",NA,"CVCL_1099","C8166_157_2019","haematopoietic_and_lymphoid_tissue","Transformed cell line",NA
"CA46","http://www.broadinstitute.org/ccle/cell%20lines/CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CA46",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Burkitt_lymphoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_A10_383756","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D06_335270","yes","yes","CA46","Lymphoid","Burkitt lymphoma","CVCL_1101","CA46_159_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Caco-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caco-2","Bowel","Colon adenocarcinoma","CVCL_0025","Caco2_161_2019","large_intestine","Cancer cell line",NA
"CADO-ES1","http://www.broadinstitute.org/ccle/cell%20lines/CADOES1_BONE","CADOES1_BONE","CADO-ES1",NA,"F","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D08_474656","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E12_490484","yes","yes","CADO-ES1","Bone","Ewing sarcoma","CVCL_1103","CADOES1_162_2019","bone","Cancer cell line",TRUE
"Caki-1","http://www.broadinstitute.org/ccle/cell%20lines/CAKI1_KIDNEY","CAKI1_KIDNEY","Caki-1",NA,"M","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E01_436550","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D12_437234","yes","yes","Caki-1","Kidney","Clear cell renal cell carcinoma","CVCL_0234","CAKI1_163_2019","kidney","Cancer cell line",TRUE
"Caki-2","http://www.broadinstitute.org/ccle/cell%20lines/CAKI2_KIDNEY","CAKI2_KIDNEY","Caki-2",NA,"M","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"ATCC","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_C04_257652","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G04_246760","yes","yes","Caki-2","Kidney","Papillary renal cell carcinoma","CVCL_0235","Caki2_164_2019","kidney","Cancer cell line",NA
"CAL-120","http://www.broadinstitute.org/ccle/cell%20lines/CAL120_BREAST","CAL120_BREAST","CAL-120",NA,"F","breast","carcinoma","NS",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H01_474610","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G06_490466","yes","yes","CAL-120","Breast","Breast carcinoma","CVCL_1104","CAL120_165_2019","breast","Cancer cell line",TRUE
"CAL-12T","http://www.broadinstitute.org/ccle/cell%20lines/CAL12T_LUNG","CAL12T_LUNG","CAL-12T",NA,"M","lung","carcinoma","non_small_cell_carcinoma",NA,"DSMZ","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F04_419796","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A08_335202","yes","yes","CAL-12T","Lung","Non-small cell lung carcinoma","CVCL_1105","CAL12T_166_2019","lung","Cancer cell line",NA
"CAL-148","http://www.broadinstitute.org/ccle/cell%20lines/CAL148_BREAST","CAL148_BREAST","CAL-148",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D02_523558","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E11_698682","yes","yes","CAL-148","Breast","Breast carcinoma","CVCL_1106","CAL148_167_2019","breast","Cancer cell line",TRUE
"CAL-27","http://www.broadinstitute.org/ccle/cell%20lines/CAL27_UPPER_AERODIGESTIVE_TRACT","CAL27_UPPER_AERODIGESTIVE_TRACT","CAL 27",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_D01_383612","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F05_335316","yes","yes","CAL_27","Head and Neck","Tongue squamous cell carcinoma","CVCL_1107","CAL27_168_2019","upper_aerodigestive_tract","Cancer cell line",NA
"CAL-29","http://www.broadinstitute.org/ccle/cell%20lines/CAL29_URINARY_TRACT","CAL29_URINARY_TRACT","CAL-29",NA,"F","urinary_tract","carcinoma","transitional_cell_carcinoma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H11_523578","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E11_490468","yes","yes","CAL-29","Bladder/Urinary Tract","Bladder carcinoma","CVCL_1808","CAL29_169_2019","urinary_tract","Cancer cell line",NA
"CAL-33","http://www.broadinstitute.org/ccle/cell%20lines/CAL33_UPPER_AERODIGESTIVE_TRACT","CAL33_UPPER_AERODIGESTIVE_TRACT","CAL-33",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B05_779738","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A09_542966","yes","yes","CAL-33","Head and Neck","Tongue squamous cell carcinoma","CVCL_1108","CAL33_170_2019","upper_aerodigestive_tract","Cancer cell line",NA
"CAL-51","http://www.broadinstitute.org/ccle/cell%20lines/CAL51_BREAST","CAL51_BREAST","CAL-51",NA,"F","breast","carcinoma","NS",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F02_474714","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C10_490500","yes","yes","CAL-51","Breast","Breast carcinoma","CVCL_1110","CAL51_172_2019","breast","Cancer cell line",TRUE
"CAL-54","http://www.broadinstitute.org/ccle/cell%20lines/CAL54_KIDNEY","CAL54_KIDNEY","CAL-54",NA,"M","kidney","carcinoma","renal_cell_carcinoma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F07_523500","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F09_578406","yes","yes","CAL-54","Kidney","Renal cell carcinoma","CVCL_1111","CAL54_173_2019","kidney","Cancer cell line",TRUE
"CAL-62","http://www.broadinstitute.org/ccle/cell%20lines/CAL62_THYROID","CAL62_THYROID","CAL-62",NA,"F","thyroid","carcinoma","anaplastic_carcinoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E01_474604","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H01_490514","yes","yes","CAL-62","Thyroid","Thyroid gland undifferentiated (anaplastic) carcinoma","CVCL_1112","CAL62_174_2019","thyroid","Cancer cell line",NA
"CAL-78","http://www.broadinstitute.org/ccle/cell%20lines/CAL78_BONE","CAL78_BONE","CAL-78",NA,"M","bone","chondrosarcoma","dedifferentiated",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H04_523550","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G02_490488","yes","yes","CAL-78","Bone","Dedifferentiated chondrosarcoma","CVCL_1809","CAL78_176_2019","soft_tissue","Cancer cell line",NA
"CAL-85-1","http://www.broadinstitute.org/ccle/cell%20lines/CAL851_BREAST","CAL851_BREAST","CAL-85-1",NA,"F","breast","carcinoma","NS",NA,"DSMZ","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_A11_257618","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B04_256032","yes","yes","CAL-85-1","Breast","Breast carcinoma","CVCL_1114","CAL851_177_2019","breast","Cancer cell line",NA
"Calu-1","http://www.broadinstitute.org/ccle/cell%20lines/CALU1_LUNG","CALU1_LUNG","Calu-1",NA,"M","lung","carcinoma","squamous_cell_carcinoma",NA,"ATCC","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D07_257682","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F10_256140","yes","yes","Calu-1","Lung","Squamous cell lung carcinoma","CVCL_0608","Calu1_178_2019","lung","Cancer cell line",TRUE
"Calu-3","http://www.broadinstitute.org/ccle/cell%20lines/CALU3_LUNG","CALU3_LUNG","Calu-3",NA,"M","lung","carcinoma","adenocarcinoma",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A02_474612","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F12_437216","yes","yes","Calu-3","Lung","Lung adenocarcinoma","CVCL_0609","Calu3_179_2019","lung","Cancer cell line",TRUE
"Calu-6","http://www.broadinstitute.org/ccle/cell%20lines/CALU6_LUNG","CALU6_LUNG","Calu-6",NA,"F","lung","carcinoma","undifferentiated_carcinoma",NA,"ATCC","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E04_241144","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G10_293442","yes","yes","Calu-6","Lung","Lung adenocarcinoma","CVCL_0236","Calu6_180_2019","lung","Cancer cell line",TRUE
"CAMA-1","http://www.broadinstitute.org/ccle/cell%20lines/CAMA1_BREAST","CAMA1_BREAST","CAMA-1",NA,"F","breast","carcinoma","NS",NA,"ATCC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F09_419786","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A08_437580","yes","yes","CAMA-1","Breast","Breast adenocarcinoma","CVCL_1115","CAMA1_181_2019","breast","Cancer cell line",TRUE
"Caov-3","http://www.broadinstitute.org/ccle/cell%20lines/CAOV3_OVARY","CAOV3_OVARY","Caov-3",NA,"F","ovary","carcinoma","adenocarcinoma",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A08_240864","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A10_256020","yes","yes","Caov-3","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_0201","Caov3_182_2019","ovary","Cancer cell line",NA
"Caov-4","http://www.broadinstitute.org/ccle/cell%20lines/CAOV4_OVARY","CAOV4_OVARY","Caov-4",NA,"F","ovary","carcinoma","adenocarcinoma",NA,"ATCC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B02_419878","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B06_437306","yes","yes","Caov-4","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_0202","Caov4_183_2019","ovary","Cancer cell line",TRUE
"Capan-1","http://www.broadinstitute.org/ccle/cell%20lines/CAPAN1_PANCREAS","CAPAN1_PANCREAS","Capan-1",NA,"M","pancreas","carcinoma","ductal_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_B04_383742","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278","yes","yes","Capan-1","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_0237","CAPAN1_184_2019","pancreas","Cancer cell line",TRUE
"Capan-2","http://www.broadinstitute.org/ccle/cell%20lines/CAPAN2_PANCREAS","CAPAN2_PANCREAS","Capan-2",NA,"M","pancreas","carcinoma","ductal_carcinoma",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B09_240890","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056","yes","yes","Capan-2","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_0026","Capan2_185_2019","pancreas","Cancer cell line",NA
"CAS-1","http://www.broadinstitute.org/ccle/cell%20lines/CAS1_CENTRAL_NERVOUS_SYSTEM","CAS1_CENTRAL_NERVOUS_SYSTEM","CAS-1",NA,"M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"ICLC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H09_419838","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008","yes","yes","CAS-1","CNS/Brain","Glioblastoma","CVCL_1117","CAS1_187_2019","central_nervous_system","Cancer cell line",NA
"CCF-STTG1","http://www.broadinstitute.org/ccle/cell%20lines/CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","CCF-STTG1",NA,"F","central_nervous_system","glioma","astrocytoma",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A06_454776","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D03_437286","yes","yes","CCF-STTG1","CNS/Brain","Astrocytoma","CVCL_1118","CCFSTTG1_188_2019","central_nervous_system","Cancer cell line",NA
"CCK-81","http://www.broadinstitute.org/ccle/cell%20lines/CCK81_LARGE_INTESTINE","CCK81_LARGE_INTESTINE","CCK-81",NA,NA,"large_intestine","carcinoma","adenocarcinoma",NA,"HSRRB","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C04_241096","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D11_256094","yes","yes","CCK-81","Bowel","Colon adenocarcinoma","CVCL_2873","CCK81_189_2019","large_intestine","Cancer cell line",TRUE
"CFPAC-1","http://www.broadinstitute.org/ccle/cell%20lines/CFPAC1_PANCREAS","CFPAC1_PANCREAS","CFPAC-1",NA,"M","pancreas","carcinoma","ductal_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_B07_383738","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238","yes","yes","CFPAC-1","Pancreas","Cystic fibrosis","CVCL_1119","CFPAC1_193_2019","pancreas","Cancer cell line",TRUE
"CGTH-W-1","http://www.broadinstitute.org/ccle/cell%20lines/CGTHW1_THYROID","CGTHW1_THYROID","CGTH-W-1",NA,"F","thyroid","carcinoma","follicular_carcinoma","Identical lines: SW579 and CGTH-W-1 share high SNP identity. CGTH-W-1 really is SW579.","DSMZ","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B01_698818","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660","yes","yes",NA,"Thyroid","Thyroid gland squamous cell carcinoma","CVCL_1120","CGTHW1_194_2019","thyroid","Cancer cell line",NA
"CH-157MN","http://www.broadinstitute.org/ccle/cell%20lines/CH157MN_CENTRAL_NERVOUS_SYSTEM","CH157MN_CENTRAL_NERVOUS_SYSTEM","CH-157MN",NA,NA,"central_nervous_system","meningioma","NS",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D11_767886",NA,NA,NA,NA,"CNS/Brain","Meningioma","CVCL_5723","CH157MN_195_2019","central_nervous_system","Cancer cell line",NA
"ChaGo-K-1","http://www.broadinstitute.org/ccle/cell%20lines/CHAGOK1_LUNG","CHAGOK1_LUNG","ChaGo-K-1",NA,"M","lung","carcinoma","NS",NA,"ECACC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C06_569486","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948","yes","yes","ChaGo-K-1","Lung","Bronchogenic carcinoma","CVCL_1121","ChaGoK1_196_2019","lung","Cancer cell line",TRUE
"CHL-1","http://www.broadinstitute.org/ccle/cell%20lines/CHL1_SKIN","CHL1_SKIN","CHL-1",NA,NA,"skin","malignant_melanoma","NS","Identical lines: COLO-699, CHL-1 and HMCB share high SNP identity and are likely to be melanoma","ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D08_240936","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750","yes","yes",NA,"Skin","Melanoma","CVCL_1122","CHL1_197_2019","skin","Cancer cell line",TRUE
"CHP-126","http://www.broadinstitute.org/ccle/cell%20lines/CHP126_AUTONOMIC_GANGLIA","CHP126_AUTONOMIC_GANGLIA","CHP-126",NA,"F","autonomic_ganglia","neuroblastoma","NS",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F01_523554","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342","yes",NA,"CHP-126","Peripheral Nervous System","Neuroblastoma","CVCL_1123","CHP126_198_2019","autonomic_ganglia","Cancer cell line",NA
"CHP-212","http://www.broadinstitute.org/ccle/cell%20lines/CHP212_AUTONOMIC_GANGLIA","CHP212_AUTONOMIC_GANGLIA","CHP-212",NA,NA,"autonomic_ganglia","neuroblastoma","NS",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G10_296152","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262","yes","yes","CHP-212","Peripheral Nervous System","Neuroblastoma","CVCL_1125","CHP212_200_2019","autonomic_ganglia","Cancer cell line",NA
